Image,Species,Confidence
10_jpeg.rf.94951c0379fe621911e4e48a35dc44e1.jpg,ThreeStripedDamselfish,0.9376795887947083
13_jpeg.rf.e9aefe712874f442cb303ffecee5025e.jpg,ThreeStripedDamselfish,0.896491289138794
27810124356_df827be192_b_jpg.rf.f00300dea06207e8a40f4bc3de9dd277.jpg,ClownFish,0.899322509765625
27810124356_df827be192_b_jpg.rf.f00300dea06207e8a40f4bc3de9dd277.jpg,ClownFish,0.8764981627464294
27810124356_df827be192_b_jpg.rf.f00300dea06207e8a40f4bc3de9dd277.jpg,ClownFish,0.7824219465255737
27810124356_df827be192_b_jpg.rf.f00300dea06207e8a40f4bc3de9dd277.jpg,ClownFish,0.6585440635681152
3-stripe-damsel_jpeg.rf.0dbc05009e67e92d465df6537438cc8c.jpg,ThreeStripedDamselfish,0.8853955864906311
3-striped-damselfish-in-the-marine-aquarium_mp4-2_jpg.rf.9a0c6d65e8a78d13c3d7f77772e74ce9.jpg,ThreeStripedDamselfish,0.8642206788063049
3-striped-damselfish_jpeg.rf.b98f0fb4295dfa60feb74b4062b65458.jpg,ThreeStripedDamselfish,0.9376100897789001
41_jpeg.rf.d39a0eba7f9929a4e81a89463c537fe8.jpg,ThreeStripedDamselfish,0.891239583492279
9becb8b1699ad10ea12b30afe9275791_jpg.rf.05b9a7da4472947843b4d3a702490380.jpg,ClownFish,0.8129608631134033
AmphiprionPercula-121-_jpg.rf.db393c029288707d38b91c64f54f5b76.jpg,ClownFish,0.9105142951011658
AmphiprionPercula-218-_jpg.rf.1da6d7faab76e42c4cd21b5f2b0e7c80.jpg,ClownFish,0.8627533912658691
AmphiprionPercula-351-_jpg.rf.75e5cd84e8dcc15add1ddbfd4ac73d3f.jpg,ClownFish,0.8910635113716125
AmphiprionPercula-366-_jpg.rf.6f26b9e2be77a1f59e4d3cfb75bc0d86.jpg,ClownFish,0.9034358859062195
AmphiprionPercula-366-_jpg.rf.6f26b9e2be77a1f59e4d3cfb75bc0d86.jpg,ClownFish,0.7602696418762207
AmphiprionPercula-366-_jpg.rf.6f26b9e2be77a1f59e4d3cfb75bc0d86.jpg,ButterflyFish,0.6356804370880127
AmphiprionPercula-366-_jpg.rf.6f26b9e2be77a1f59e4d3cfb75bc0d86.jpg,ClownFish,0.30943766236305237
AmphiprionPercula-391-_jpg.rf.ed4f56e2f2cab0bcf06726890b79849e.jpg,ClownFish,0.92169189453125
AmphiprionPercula-467-_jpg.rf.7c3fe7748533f72e5ae76cf4860bad66.jpg,ClownFish,0.9350255727767944
AmphiprionPercula-553-_jpg.rf.d93d48648c20807a1783f272c7f40427.jpg,ClownFish,0.831081211566925
Amphiprion_percula_jpeg_jpg.rf.a905a41dc435727a27f36b1ce0adb5bf.jpg,ClownFish,0.8396248817443848
AngelFish_image_100_jpg.rf.230725c2c1461c888cf919b86b1629ed.jpg,AngelFish,0.8757046461105347
AngelFish_image_102_jpg.rf.0ea01520ebac96b0e4bf439984c43e8d.jpg,AngelFish,0.8634343147277832
AngelFish_image_105_jpg.rf.b0e8ca38fa0eb4634a0639ed7f53afb2.jpg,AngelFish,0.9403999447822571
AngelFish_image_108_jpg.rf.8f23142f9562d1117d065988cc96d28a.jpg,AngelFish,0.5814971327781677
AngelFish_image_118_jpg.rf.0822f9ab76c3c9fe3a3ea169af07c557.jpg,AngelFish,0.9217399954795837
AngelFish_image_122_jpg.rf.0af357063d526cdc3702f32791b9d76d.jpg,AngelFish,0.8717961311340332
AngelFish_image_123_jpg.rf.1df4a1d0562e2cc2c966e2624a9145a6.jpg,AngelFish,0.5932336449623108
AngelFish_image_123_jpg.rf.1df4a1d0562e2cc2c966e2624a9145a6.jpg,AngelFish,0.5660487413406372
AngelFish_image_125_jpg.rf.b14e32df9e1ec42db8701793eaca489a.jpg,AngelFish,0.8663793206214905
AngelFish_image_128_jpg.rf.8ca6fd04dd1b82de5d9fd49423c21ea4.jpg,AngelFish,0.8862512111663818
AngelFish_image_129_jpg.rf.d755038cb80d2a9faee0e629d52e34c8.jpg,AngelFish,0.8837099671363831
AngelFish_image_12_jpg.rf.2890871d4666df04bfd6dfcd6ca77ce7.jpg,AngelFish,0.854698896408081
AngelFish_image_135_jpg.rf.998ed6f26ddb1b05802f9c0467502cf9.jpg,AngelFish,0.8154629468917847
AngelFish_image_138_jpg.rf.e5eef90df0890c9830413977876ab953.jpg,AngelFish,0.8618063926696777
AngelFish_image_139_jpg.rf.d6539094e48ed69185462df8db337473.jpg,AngelFish,0.8729791641235352
AngelFish_image_13_jpg.rf.ca64f0168ac171c893555712df9b2c37.jpg,AngelFish,0.9119783043861389
AngelFish_image_13_jpg.rf.ca64f0168ac171c893555712df9b2c37.jpg,AngelFish,0.8755264282226562
AngelFish_image_141_jpg.rf.d6a6113e0917ea96ccfbb28bc0acb43c.jpg,AngelFish,0.8970377445220947
AngelFish_image_142_jpg.rf.c01416a0a7b2827a9705a3d31d7c97c8.jpg,AngelFish,0.8404431939125061
AngelFish_image_144_jpg.rf.140a0ccf29af2e5b2ea387e6a72c9da2.jpg,AngelFish,0.9195393323898315
AngelFish_image_145_jpg.rf.41aab2a1cecfc5f0ea17630f9558837c.jpg,AngelFish,0.8994905352592468
AngelFish_image_147_jpg.rf.8eb70fc7d98b312b367481dffcaa9126.jpg,AngelFish,0.9021013379096985
AngelFish_image_148_jpg.rf.39a01676c354d112a0a796ed81b6efac.jpg,AngelFish,0.8717832565307617
AngelFish_image_149_jpg.rf.77b43c6ccbfa6a5e5d02a3a24072da6d.jpg,AngelFish,0.888098955154419
AngelFish_image_151_jpg.rf.6d5ca0a07fa4950e3f9981d731bd1520.jpg,AngelFish,0.8826586008071899
AngelFish_image_151_jpg.rf.6d5ca0a07fa4950e3f9981d731bd1520.jpg,AngelFish,0.8612393140792847
AngelFish_image_152_jpg.rf.d6b6db253e78679c57632949fc93a080.jpg,AngelFish,0.8466132283210754
AngelFish_image_156_jpg.rf.2695fb41ab2a02ee1049729f1ea0676a.jpg,AngelFish,0.8716731071472168
AngelFish_image_157_jpg.rf.601dbda2b0d020d4f47100897100b560.jpg,AngelFish,0.8188318610191345
AngelFish_image_158_jpg.rf.4a2ec6a415792b05bc1c1a8c1212d102.jpg,AngelFish,0.9378810524940491
AngelFish_image_15_jpg.rf.8947f1d1970bb79ab2a88865ea62633c.jpg,AngelFish,0.871918261051178
AngelFish_image_161_jpg.rf.a8b94e192d047cee6192dd831c817c86.jpg,AngelFish,0.9438936114311218
AngelFish_image_164_jpg.rf.3e365ba7f289db0acc8dfddf41dc755c.jpg,AngelFish,0.8684750199317932
AngelFish_image_167_jpg.rf.170a7f0f1e183ba415219549013701df.jpg,AngelFish,0.9074814915657043
AngelFish_image_178_jpg.rf.ad5027b6b6e8d8d57354b4b2c60ccc77.jpg,AngelFish,0.8187583088874817
AngelFish_image_178_jpg.rf.ad5027b6b6e8d8d57354b4b2c60ccc77.jpg,AngelFish,0.7985052466392517
AngelFish_image_178_jpg.rf.ad5027b6b6e8d8d57354b4b2c60ccc77.jpg,AngelFish,0.2764796018600464
